Combined_frozenset,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'HPMS.STI', 'IN-BLR01-s1'})",0.2612239322466078,0.2612239322466078,0.10272288498315271,0.5253552113083109,2.0111297107814403,0.05164567975244737,2.028140450778919
"frozenset({'HPMS.STI', 'US-SAN03'})",0.19966305436663329,0.19966305436663329,0.0071031782169201346,0.5090550267007198,2.549570466682145,0.004317148840699843,inf
"frozenset({'_PM+RM', 'IN-BLR01-s1'})",0.21632820326017665,0.21632820326017665,0.08423640834168108,0.46269185496827775,2.1388420372160213,0.04485228979717855,1.5904267865404527
"frozenset({'IN-HYD02', '_PM+RM'})",0.1522174665331026,0.1522174665331026,0.0017302613605318278,0.434678765979579,2.85564315239112,0.001124351844462558,3.059620817250316
"frozenset({'T&O.TO-PT', 'IN-NDA02'})",0.0258173208268828,0.0258173208268828,0.0030962571714780074,0.13878650002879686,5.375712722455797,0.002520285699166232,1.134521268011004
"frozenset({'_PM+RM', 'IN-NDA02'})",0.15936617794372096,0.15936617794372096,0.014115290046443858,0.45629723832930447,2.8631999851966246,0.009185389892971163,3.1172786696077144
"frozenset({'T&O.SSC-GTI', 'NL-HTC01-s1'})",0.052181039978144064,0.052181039978144064,0.008560240415262727,0.19333094041636759,3.7050035893754494,0.0062497864011801865,1.1829218151363363
"frozenset({'NL-HTC01-s1', 'T&O.TO-PT'})",0.053911301338675895,0.053911301338675895,0.00965303706401967,0.20318085271719422,3.7687988913640362,0.0070917337569795956,1.194505723071749
"frozenset({'_PMO+RM', 'T&O.SSC-QAL'})",0.11383298424551498,0.11383298424551498,0.0017302613605318278,0.3431287563569117,3.014317498844198,0.0011562470567316229,1.7079629448200846
"frozenset({'T&O.TO-FO', 'NL-NYM01-s1'})",0.05436663327565795,0.05436663327565795,0.014934887533011566,0.38162874727639123,7.019539822180992,0.01280727120610949,1.6948942445709587
"frozenset({'The Support IT.A Support PMO', 'NXP-REMOTE'})",0.0479009197705127,0.0479009197705127,0.0479009197705127,1.0,20.876425855513308,0.04560642165565161,inf
"frozenset({'_Core Team Support User', 'NXP-REMOTE'})",0.047400054639832434,0.047400054639832434,0.04689918950915217,0.9895437262357414,20.876425855513308,0.0446526751951722,inf
"frozenset({'_Core Team User', 'NXP-REMOTE'})",0.024451325015936616,0.024451325015936616,0.001001730261360532,0.5104562737642585,20.876425855513308,0.0009537464604794063,inf
"frozenset({'RO-BUH03', '_PM+RM+Portfolio'})",0.007148711410618342,0.007148711410618342,0.0030051907840815957,0.45447368421052636,63.57421052631579,0.0029579201886750254,1.919080803749217
"frozenset({'RU-MOW02', 'T&O.TO-PT'})",0.021355067844458613,0.021355067844458613,0.0073763773791093706,0.604381443298969,28.301546391752574,0.0071157422435939865,inf
"frozenset({'_Program Manager', 'RU-MOW02'})",0.18900828704125305,0.18900828704125305,0.005737182405973955,0.39662844662844665,2.0984711984711986,0.003003200443222372,1.9201746240591124
"frozenset({'SG-SGP01-s4', 'T&O.SSC-GTI'})",0.017530279573809305,0.017530279573809305,0.0031873235588744196,0.55,31.374285714285715,0.0030857332441848605,inf
"frozenset({'SG-SGP01-s4', '_Program Manager'})",0.1869137601311356,0.1869137601311356,0.0031873235588744196,0.5042997542997543,2.698034398034398,0.002005973328055834,inf
"frozenset({'US-AUS01', 'T&O.SSC-GTI'})",0.05199890720335124,0.05199890720335124,0.011656497586740734,0.2636652236652237,5.070591630591631,0.009357653894337,1.3088101327897779
"frozenset({'_PMO+RM', 'T&O.SSC-GTI'})",0.1284946726163373,0.1284946726163373,0.018668609416264456,0.3343215441516413,2.6018319463707815,0.011493430618761895,1.463040902055875
"frozenset({'_PMO+RM', 'NL-NYM01-s1'})",0.15412986066842727,0.15412986066842727,0.04134413987797104,0.34045936614950534,2.2089124370385336,0.022627173471914352,1.3322265692234712
"frozenset({'_PM+RM', 'T&O.TO-PT', 'US-CHD01'})",0.06925598761497131,0.06925598761497131,0.0018213277479282397,0.21530254159001494,3.7506663278618952,0.0012911092361178763,1.4954499604904445
